tag,arm,horizon,seed,rel_l2,rho_mse,success_015,frac_near_origin,max_modulus,adam_epochs,adam_exit,adam_cap,plateau_tol,level,front_arrived,lbfgs_restarts,lbfgs_exit,lbfgs_cap,converged,loss_total,loss_ic,loss_res,loss_reg,final_grad_norm,extensions,adam_seconds,lbfgs_seconds,tau_final,failure_class,residual_small_fraction,residual_peak,t_rho_above_1e-2,t_relL2_above_0.15
base_unw_T27_s0,base_unw,27.0,0,0.9778782925582016,0.47210382419675967,False,0.9433543132173269,2.000021687529832,64000,plateau,200000,0.0001,0,False,5,stalled,60,True,8.450122113761792e-06,2.363601744999241e-10,8.449885753587292e-06,,0.0006250913391381526,1,378.0,19.4,,parked,0.9925953350610884,68.55539035799418,1.51,1.56
base_unw_T27_s1,base_unw,27.0,1,2.1579800824992175,2.577483494047899,False,0.0,4.124239158326422,63500,plateau,200000,0.0001,0,False,3,stalled,60,True,0.07924843030786194,0.0006215330181270369,0.0786268972897349,,0.005884875265902842,1,371.1,12.9,,diffuse,0.0,1.0708800416690187,0.17,0.47000000000000003
base_unw_T27_s2,base_unw,27.0,2,0.9032152721950332,0.4038571566828062,False,0.728619029988893,1.9977962963159008,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.03139719141716475,2.4321200012944774e-06,0.031394759297163455,,0.0023314909813338847,1,387.4,10.5,,parked,0.6641984450203628,0.7967752097801675,1.42,2.4
base_unw_T27_s3,base_unw,27.0,3,0.931552561289575,0.4337176513823981,False,0.8670862643465383,2.8298220897557456,60500,plateau,200000,0.0001,0,False,5,stalled,60,True,3.6785876839526615e-06,7.657132885468452e-10,3.6778219706641145e-06,,0.0001663434961570609,1,163.5,21.4,,parked,0.9940762680488708,103.78354371973045,3.5700000000000003,3.67
base_unw_T27_s4,base_unw,27.0,4,0.9999456652490194,0.49994931479706767,False,0.9992595335061089,2.000005050740371,60000,plateau,200000,0.0001,0,False,15,stalled,60,True,3.0571981551449052e-06,4.7551484245719814e-11,3.0571506036606596e-06,,0.007492893586015214,1,324.8,58.4,,parked,0.9959274342835986,162.42928807010372,0.01,0.01
base_unw_T27_s5,base_unw,27.0,5,0.9677858287687753,0.4592444608090424,False,0.917067752684191,2.260438315778943,66000,plateau,200000,0.0001,0,False,13,stalled,60,True,5.444568972871856e-06,1.2580484997515656e-11,5.444556392386858e-06,,0.0015814645077261763,1,440.1,46.1,,parked,0.9914846353202518,61.726663354076614,2.19,2.24
base_unw_T27_s6,base_unw,27.0,6,0.8416321014696337,0.34844517973195793,False,0.6975194372454646,2.831802057378143,66000,plateau,200000,0.0001,0,False,21,stalled,60,True,5.632068548221116e-05,3.427696847462907e-08,5.628640851373653e-05,,0.12013111577813995,1,427.2,93.7,,parked,0.9922251018141429,121.38030485683076,8.13,8.46
base_unw_T27_s7,base_unw,27.0,7,0.9885282880660473,0.48773235827660666,False,0.975564605701592,1.999999426732557,60250,plateau,200000,0.0001,0,False,13,stalled,60,True,2.0934493957526157e-06,1.1824116968340807e-11,2.0934375716356476e-06,,0.0010563853218187658,1,279.5,51.8,,parked,0.9940762680488708,95.13255794412734,0.64,0.67
base_unw_T27_s8,base_unw,27.0,8,0.906260782400337,0.40659249388821384,False,0.7319511292114032,1.9978548235808296,63500,plateau,200000,0.0001,0,False,4,stalled,60,True,0.031316591776524016,2.3205577472507993e-06,0.031314271218776765,,0.0034744240936854225,1,397.1,15.7,,parked,0.6564235468345058,0.7659414331649361,1.4000000000000001,2.39
base_unw_T27_s9,base_unw,27.0,9,0.903054555157537,0.40367180195733876,False,0.7282487967419474,2.0140448649196165,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.031243474590917242,2.4085840999097038e-06,0.031241066006817333,,0.0006984322491597213,1,282.1,9.6,,parked,0.6630877452795261,0.8978230773248308,1.43,2.43
base_unw_T40_s0,base_unw,40.0,0,0.8683593726706791,0.3770019617489204,False,0.7538115471132217,2.8321204962328412,60500,plateau,200000,0.0001,0,False,20,stalled,60,True,5.269977485991309e-06,1.3417853768629102e-09,5.2686357006144455e-06,,0.00043852522253637604,1,525.3,94.9,,parked,0.9937515621094727,62.23003979926604,9.82,10.06
base_unw_T40_s1,base_unw,40.0,1,0.9352482223716929,0.4345962205783482,False,0.8162959260184953,1.9977826078089684,65750,plateau,200000,0.0001,0,False,3,stalled,60,True,0.021074762564473673,2.46859433606417e-06,0.021072293970137608,,0.007706299481667274,1,644.2,15.5,,parked,0.7733066733316671,0.879283581155512,1.37,2.4
base_unw_T40_s2,base_unw,40.0,2,0.9666044224335959,0.46592698737701116,False,0.9300174956260935,2.8293122226653806,60750,plateau,200000,0.0001,0,False,28,stalled,60,True,2.346381711262645e-05,2.293414081512074e-09,2.346152369854494e-05,,0.024745750240434326,1,415.1,117.4,,parked,0.9912521869532617,192.88955127302452,2.75,2.7800000000000002
base_unw_T40_s3,base_unw,40.0,3,0.9106868438891812,0.41152210688391616,False,0.6830792301924519,2.0211494871994984,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.020966125147558728,8.093494153706538e-07,0.02096531579814336,,0.009617061086287959,1,429.5,15.0,,parked,0.7648087978005499,33.74275994576551,1.47,2.44
base_unw_T40_s4,base_unw,40.0,4,0.9770969185474854,0.4715134245187499,False,0.9420144963759061,2.430247081239255,63250,plateau,200000,0.0001,0,False,13,stalled,60,True,1.5809802953393642e-05,1.4348298803136308e-08,1.5795454654590506e-05,,0.01028058617808507,1,508.6,62.5,,parked,0.9950012496875781,127.21550377880428,2.2800000000000002,2.32
base_unw_T40_s5,base_unw,40.0,5,0.9253224726345679,0.42568322464133695,False,0.8507873031742065,3.034621891765258,63000,plateau,200000,0.0001,0,False,7,stalled,60,True,8.553398200809216e-06,5.2591236334459155e-09,8.54813907717577e-06,,0.004338908211663554,1,571.1,36.1,,parked,0.994751312171957,117.24861936943871,5.94,6.0200000000000005
base_unw_T40_s6,base_unw,40.0,6,0.9357440871976974,0.4350983988038447,False,0.8175456135966008,1.9994105811276601,60500,plateau,200000,0.0001,0,False,3,stalled,60,True,0.021022780379311427,1.116196122292958e-06,0.021021664183189133,,0.0012137969887833623,1,724.4,20.0,,parked,0.7715571107223195,0.9034757251467502,1.3900000000000001,2.41
base_unw_T40_s7,base_unw,40.0,7,0.9348738371674998,0.43424501502947704,False,0.8167958010497376,1.998443747748736,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.021102543789004596,1.211837512507252e-06,0.021101331951492087,,0.0007987392853297504,1,558.7,16.9,,parked,0.7695576105973506,0.7759116188272352,1.4000000000000001,2.41
base_unw_T40_s8,base_unw,40.0,8,0.8515365756360629,0.3601971828000698,False,0.7175706073481629,2.8297886623721,63250,plateau,200000,0.0001,0,False,18,stalled,60,True,7.189041746322529e-05,1.0638942524800097e-09,7.188935356897281e-05,,0.0040927868929031466,1,630.6,104.6,,parked,0.9922519370157461,117.52377322061041,11.23,11.61
base_unw_T40_s9,base_unw,40.0,9,0.9352461880594614,0.4345779007300616,False,0.8157960509872532,2.0123344070150684,60500,plateau,200000,0.0001,0,False,3,stalled,60,True,0.021155282689077386,7.979501181575513e-07,0.02115448473895923,,0.0040637266746680455,1,636.8,17.8,,parked,0.7745563609097725,0.765803601714248,1.46,2.44
resample_unw_T14_s0,resample_unw,14.0,0,7.943758064504758e-05,2.9726884563859116e-09,True,0.0,2.8299377615599783,60000,plateau,200000,0.0001,0,False,7,stalled,60,True,2.2671033528963113e-07,1.5691286298676708e-13,2.2671017837676815e-07,,1.9438014905696393e-05,1,91.2,21.1,,success,1.0,0.012299808716169506,,
resample_unw_T14_s1,resample_unw,14.0,1,7.559564804029587e-05,2.843779280319555e-09,True,0.0,2.8299026200363353,60000,plateau,200000,0.0001,0,False,9,stalled,60,True,3.706049363180701e-07,1.370863342086528e-13,3.7060479923173587e-07,,7.496015758605088e-06,1,212.1,28.5,,success,1.0,0.004221831370134597,,
resample_unw_T14_s2,resample_unw,14.0,2,7.870804841129782e-05,3.100889743076053e-09,True,0.0,2.82991624585914,63000,plateau,200000,0.0001,0,False,8,stalled,60,True,4.5155323064879956e-07,1.1549610101761752e-13,4.5155311515269856e-07,,1.2830410615723908e-05,1,215.2,23.6,,success,1.0,0.005303850048680515,,
resample_unw_T14_s3,resample_unw,14.0,3,0.0003464453970864032,5.3451348114371324e-08,True,0.0,2.8299207924830196,60250,plateau,200000,0.0001,0,False,7,stalled,60,True,3.440378169070648e-07,3.1576609590325387e-12,3.4403465924610574e-07,,1.5649799532437573e-05,1,163.3,21.6,,success,1.0,0.0035325383798608624,,
