tag,arm,horizon,seed,rel_l2,rho_mse,success_015,frac_near_origin,max_modulus,adam_epochs,adam_exit,adam_cap,plateau_tol,level,front_arrived,lbfgs_restarts,lbfgs_exit,lbfgs_cap,converged,loss_total,loss_ic,loss_res,loss_reg,final_grad_norm,tau_final,density,extensions,adam_seconds,lbfgs_seconds,failure_class,residual_small_fraction,residual_peak,t_rho_above_1e-2,t_relL2_above_0.15,source,periods,hours,n_points,periods_survived
pseudo_unw_T27_s0,pseudo_unw,27.0,0,0.00023777985972744196,2.5638145125752494e-08,True,0.0,2.830008580774266,60000,plateau,200000,0.0001,0,False,22,stalled,60,True,5.56185806407794e-07,4.818495606847056e-13,5.561853245582333e-07,,2.493451279393419e-05,0.5499048202822541,20.0,0,1688.7,199.0,success,1.0,0.006727490289371688,,,converged,4.052054274615464,0.5243611111111112,540,4.052054274615464
pseudo_unw_T27_s1,pseudo_unw,27.0,1,0.903428334079442,0.4040599684544866,False,0.728619029988893,1.9979895254069588,60000,plateau,200000,0.0001,0,False,5,stalled,60,True,0.031452540081244186,2.045389311796242e-06,0.03145049469193239,,0.007343084723883663,0.5343474007451015,20.0,0,765.4,16.8,parked,0.6664198445020363,0.7573717396254138,1.4000000000000001,2.4,converged,4.052054274615464,0.21727777777777776,540,0.3601826021880412
pseudo_unw_T27_s2,pseudo_unw,27.0,2,8.501893833134389e-05,3.6201020367632447e-09,True,0.0,2.8300045751723104,61500,plateau,200000,0.0001,0,False,20,stalled,60,True,5.361078550155318e-07,2.454352790211909e-13,5.361076095802527e-07,,3.80055988065234e-05,0.6048848826120535,20.0,0,1774.1,141.3,success,1.0,0.007259471917356675,,,converged,4.052054274615464,0.5320555555555555,540,4.052054274615464
pseudo_unw_T27_s3,pseudo_unw,27.0,3,0.0008146476640842777,2.9553323495021573e-07,True,0.0,2.830054185576641,60000,plateau,200000,0.0001,0,False,19,stalled,60,True,6.342768225528968e-07,5.398761848666056e-13,6.342762826767119e-07,,3.5099797740640836e-05,0.7604972549932733,20.0,0,712.3,64.3,success,1.0,0.016741531998475948,,,converged,4.052054274615464,0.2157222222222222,540,4.052054274615464
pseudo_unw_T27_s4,pseudo_unw,27.0,4,0.0008380223312483175,3.1308847732583255e-07,True,0.0,2.8301322306663215,60250,plateau,200000,0.0001,0,False,21,stalled,60,True,4.33204095827581e-07,7.517246317991475e-13,4.3320334410294923e-07,,2.3203860082364556e-05,0.8642575399803979,20.0,0,764.1,67.1,success,1.0,0.006230638653720892,,,converged,4.052054274615464,0.2308888888888889,540,4.052054274615464
pseudo_unw_T27_s5,pseudo_unw,27.0,5,0.0006323607647489246,1.8229917152416301e-07,True,0.0,2.830167046708371,70250,plateau,200000,0.0001,0,False,32,stalled,60,True,2.6673945978237936e-06,8.601959552525198e-13,2.6673937376278383e-06,,4.152352263516495e-05,0.7749055949458916,20.0,0,812.6,99.5,success,1.0,0.009120682646217335,,,converged,4.052054274615464,0.2533611111111111,540,4.052054274615464
pseudo_unw_T27_s6,pseudo_unw,27.0,6,0.0004034308451640352,7.253956772965778e-08,True,0.0,2.8300347353709823,61750,plateau,200000,0.0001,0,False,26,stalled,60,True,5.82179990932626e-07,2.0598090949887567e-13,5.821797849517165e-07,,3.479867536346946e-05,0.573951162208587,20.0,0,688.2,78.8,success,1.0,0.010108224414495728,,,converged,4.052054274615464,0.21305555555555555,540,4.052054274615464
pseudo_unw_T27_s7,pseudo_unw,27.0,7,0.0002777814305871466,3.474654303029474e-08,True,0.0,2.8299956558281867,60000,plateau,200000,0.0001,0,False,18,stalled,60,True,4.614389009925692e-07,2.9704691642283586e-13,4.614386039456528e-07,,2.3772713106044984e-05,0.7585198210159778,20.0,0,1797.6,125.5,success,1.0,0.009806243333798844,,,converged,4.052054274615464,0.5341944444444444,540,4.052054274615464
pseudo_unw_T27_s8,pseudo_unw,27.0,8,0.9022358219426155,0.40303653269542283,False,0.7282487967419474,1.9984260316330962,60000,plateau,200000,0.0001,0,False,4,stalled,60,True,0.03125383630054365,2.0908873476302786e-06,0.03125174541319602,,0.006450520189962563,0.7625242413176567,20.0,0,681.5,12.1,parked,0.6619770455386894,0.770694271350059,1.44,2.41,converged,4.052054274615464,0.19266666666666668,540,0.3616833630304914
pseudo_unw_T27_s9,pseudo_unw,27.0,9,0.00030338828792046105,4.151556309945303e-08,True,0.0,2.829979556152222,60000,plateau,200000,0.0001,0,False,16,stalled,60,True,6.589504029190674e-07,1.328898436151029e-14,6.58950389630083e-07,,2.4447970372449364e-05,0.681356270840753,20.0,0,711.9,50.5,success,1.0,0.022003372322914855,,,converged,4.052054274615464,0.21177777777777776,540,4.052054274615464
