tag,arm,horizon,seed,rel_l2,rho_mse,success_015,frac_near_origin,max_modulus,adam_epochs,adam_exit,adam_cap,plateau_tol,level,front_arrived,lbfgs_restarts,lbfgs_exit,lbfgs_cap,converged,loss_total,loss_ic,loss_res,loss_reg,final_grad_norm,tau_final,density,extensions,adam_seconds,lbfgs_seconds,failure_class,residual_small_fraction,residual_peak,t_rho_above_1e-2,t_relL2_above_0.15,source,periods,hours,n_points,periods_survived
pseudo_unw_T14_s6_d80,pseudo_unw,14.0,6,5.343859901585339e-05,1.6769523195621645e-09,True,0.0,2.829956247039713,60000,plateau,200000,0.0001,0,False,13,stalled,60,True,4.508019472019393e-07,4.132162797865483e-13,4.508015339856595e-07,,1.675819578872979e-05,0.6938338665476186,80.0,0,1301.9,63.2,success,1.0,0.007371147441019623,,,axes,2.1010651794302406,0.3791944444444445,1120,2.1010651794302406
pseudo_unw_T14_s7_d80,pseudo_unw,14.0,7,0.00020353834083190357,1.8487000087289043e-08,True,0.0,2.829938112992546,60750,plateau,200000,0.0001,0,False,7,stalled,60,True,2.394985582999825e-07,1.1874890567771575e-12,2.394973708109257e-07,,1.2204466391142817e-05,0.6861550007066685,80.0,0,919.7,22.8,success,1.0,0.005779667233180274,,,axes,2.1010651794302406,0.26180555555555557,1120,2.1010651794302406
pseudo_unw_T14_s8_d80,pseudo_unw,14.0,8,0.00011865642159067936,6.38590689996169e-09,True,0.0,2.829913566838878,60000,plateau,200000,0.0001,0,False,8,stalled,60,True,2.3607409613430356e-07,2.4881773136336527e-12,2.3607160795698992e-07,,1.6251003588648883e-05,0.7378231674712731,80.0,0,2251.4,85.2,success,1.0,0.006928021446673705,,,axes,2.1010651794302406,0.6490555555555555,1120,2.1010651794302406
pseudo_unw_T14_s9_d80,pseudo_unw,14.0,9,0.00044924084589858734,8.954267817382199e-08,True,0.0,2.8299983618189373,60000,plateau,200000,0.0001,0,False,7,stalled,60,True,2.42238359664031e-07,1.5819969354868986e-11,2.4222253969467613e-07,,3.067592991221669e-05,0.772113127589064,80.0,0,965.2,25.5,success,1.0,0.0041258375756959296,,,axes,2.1010651794302406,0.27519444444444446,1120,2.1010651794302406
pseudo_unw_T27_s0_d80,pseudo_unw,27.0,0,0.0004446283316930075,8.838876986941706e-08,True,0.0,2.830031557610783,62000,plateau,200000,0.0001,0,False,19,stalled,60,True,3.263456470900303e-07,2.934108150135457e-12,3.2634271298188016e-07,,4.124236398751985e-05,0.6736342261637387,80.0,0,4418.5,213.2,success,1.0,0.003157993120136014,,,axes,4.052054274615464,1.2865833333333332,2160,4.052054274615464
pseudo_unw_T27_s1_d80,pseudo_unw,27.0,1,0.00019908654978811115,1.8254041790615046e-08,True,0.0,2.8300312653788824,60000,plateau,200000,0.0001,0,False,20,stalled,60,True,5.581294837738227e-07,2.3370927664222807e-13,5.58129250064546e-07,,3.348200825376722e-05,0.700157253794953,80.0,0,2591.8,143.0,success,1.0,0.0037903670553100575,,,axes,4.052054274615464,0.7596666666666667,2160,4.052054274615464
pseudo_unw_T27_s2_d80,pseudo_unw,27.0,2,0.00011133797092751275,5.969077325387733e-09,True,0.0,2.829980316396744,60000,plateau,200000,0.0001,0,False,25,stalled,60,True,4.67585938978094e-07,5.3526817935527325e-14,4.6758588545127604e-07,,1.758238710929751e-05,0.7234276371912284,80.0,0,4421.5,296.3,success,1.0,0.005706490855093636,,,axes,4.052054274615464,1.3105,2160,4.052054274615464
pseudo_unw_T27_s3_d80,pseudo_unw,27.0,3,0.0005849243409917864,1.5231311996549985e-07,True,0.0,2.8301080491128463,62000,plateau,200000,0.0001,0,False,18,stalled,60,True,3.3470219181079635e-07,1.8574400362623644e-12,3.347003343707601e-07,,1.6679049542300198e-05,0.9706863410603466,80.0,0,2609.1,123.7,success,1.0,0.006925225671707203,,,axes,4.052054274615464,0.7591111111111111,2160,4.052054274615464
pseudo_unw_T27_s4_d80,pseudo_unw,27.0,4,0.00030777676816981503,4.3253597537169024e-08,True,0.0,2.829989654809914,60000,plateau,200000,0.0001,0,False,34,stalled,60,True,1.0089818650595246e-06,1.0199640953545361e-11,1.008971665418571e-06,,3.3297616352748445e-05,0.9199117480301694,80.0,0,4295.5,406.6,success,1.0,0.013663771068577593,,,axes,4.052054274615464,1.306138888888889,2160,4.052054274615464
pseudo_unw_T27_s5_d80,pseudo_unw,27.0,5,0.000103335399754784,6.227288896701721e-09,True,0.0,2.82993509119188,65250,plateau,200000,0.0001,0,False,36,stalled,60,True,1.2460871923105968e-06,2.742920985505358e-12,1.2460844493896113e-06,,3.0366331416452364e-05,0.7257622276487664,80.0,0,2715.9,239.6,success,1.0,0.004500645931119587,,,axes,4.052054274615464,0.8209722222222222,2160,4.052054274615464
pseudo_unw_T27_s6_d80,pseudo_unw,27.0,6,0.00026383075136852014,3.203931950882803e-08,True,0.0,2.830035635749487,65500,plateau,200000,0.0001,0,False,29,stalled,60,True,1.0512187082435305e-06,1.0533883911143193e-12,1.0512176548551393e-06,,4.8362078187455224e-05,0.6220680376279649,80.0,0,4566.0,300.3,success,1.0,0.00879341930731952,,,axes,4.052054274615464,1.35175,2160,4.052054274615464
pseudo_unw_T27_s7_d80,pseudo_unw,27.0,7,0.00048082558424854065,1.0333007672647558e-07,True,0.0,2.829954938631673,60750,plateau,200000,0.0001,0,False,17,stalled,60,True,6.487607978614044e-07,5.888649601968849e-13,6.487602089964442e-07,,1.817991937451274e-05,0.72357857813762,80.0,0,1752.2,103.7,success,1.0,0.007806487242780866,,,axes,4.052054274615464,0.5155277777777778,2160,4.052054274615464
pseudo_unw_T27_s8_d80,pseudo_unw,27.0,8,0.0005883494560238067,1.5405638798000464e-07,True,0.0,2.8300506571678716,60000,plateau,200000,0.0001,0,False,24,stalled,60,True,4.4729361046033837e-07,2.2923853405477306e-12,4.472913180749978e-07,,2.8384093770144134e-05,0.757390938102442,80.0,0,2526.0,178.8,success,1.0,0.009833158557031818,,,axes,4.052054274615464,0.7513333333333334,2160,4.052054274615464
pseudo_unw_T27_s9_d80,pseudo_unw,27.0,9,0.9119593827708372,0.41173600036005886,False,0.7471306923361718,1.9971320541325086,60000,plateau,200000,0.0001,0,False,6,stalled,60,True,0.03181710141789931,4.1125593995282165e-06,0.031812988858499786,,0.006696127089154284,0.6248387236196612,80.0,0,4484.8,83.4,parked,0.6586449463161792,0.7933866220447866,1.29,2.2600000000000002,axes,4.052054274615464,1.2689444444444444,2160,0.3391719503937389
pseudo_unw_T40_s0_d80,pseudo_unw,40.0,0,0.6910772775244066,0.2250944612025536,False,0.0,2.8559030057508212,61000,plateau,200000,0.0001,0,False,11,stalled,60,True,0.0004397716072114738,4.075260528729068e-07,0.00043936408115860087,,0.0008524585388227701,0.7830681840346181,80.0,0,5765.5,141.6,diffuse,0.9720069982504373,0.22576263507465003,2.71,8.6,axes,6.003043369800688,1.640861111111111,3200,1.2906543245071478
pseudo_unw_T40_s1_d80,pseudo_unw,40.0,1,0.936188569490256,0.43544392311161706,False,0.8165458635341165,1.9985893267237387,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.021176262153443235,9.952950953871679e-07,0.02117526685834785,,0.0010356042008997073,0.8045425417003391,80.0,0,6165.7,45.1,parked,0.7735566108472882,0.761206359074997,1.42,2.41,axes,6.003043369800688,1.7252222222222222,3200,0.3616833630304914
pseudo_unw_T40_s2_d80,pseudo_unw,40.0,2,0.0011770202508099485,6.210908483412554e-07,True,0.0,2.829963018418711,73000,plateau,200000,0.0001,0,False,60,stalled,60,True,2.6531481375334885e-06,5.850462602445391e-13,2.6531475524872284e-06,,6.912157280842532e-05,0.5717130252215623,80.0,0,6861.2,517.8,success,1.0,0.006252356623415246,,,axes,6.003043369800688,2.049722222222222,3200,6.003043369800688
pseudo_unw_T40_s3_d80,pseudo_unw,40.0,3,0.0074214694359461255,2.4507280495914355e-05,True,0.0,2.8302408844236226,60250,plateau,200000,0.0001,0,False,36,stalled,60,True,1.5734201350896412e-06,2.3624775186248896e-11,1.573396510314455e-06,,4.2564385504076464e-05,0.608508768846279,80.0,0,5753.1,448.5,success,1.0,0.023279397811984973,,,axes,6.003043369800688,1.7226666666666668,3200,6.003043369800688
pseudo_unw_T40_s4_d80,pseudo_unw,40.0,4,0.9351054746057855,0.43445426367122947,False,0.8162959260184953,2.000988634015039,60000,plateau,200000,0.0001,0,False,3,stalled,60,True,0.02117458104834194,8.991082241910738e-07,0.021173681940117747,,0.0011109492909625242,0.797149750189281,80.0,0,5989.3,37.4,parked,0.770557360659835,0.7560370260753599,1.42,2.42,axes,6.003043369800688,1.6740833333333334,3200,0.3631841238729416
pseudo_unw_T40_s5_d80,pseudo_unw,40.0,5,0.0063179472583316364,1.776584740312281e-05,True,0.0,2.8301977942310867,60000,plateau,200000,0.0001,0,False,45,stalled,60,True,1.3365735692166462e-06,2.3538690205229614e-11,1.336550030526441e-06,,4.09766721383598e-05,0.6246571384447183,80.0,0,6051.1,480.0,success,1.0,0.021192709520529623,,,axes,6.003043369800688,1.8141944444444444,3200,6.003043369800688
pseudo_unw_T40_s6_d80,pseudo_unw,40.0,6,0.0044491820991761424,8.81692333593883e-06,True,0.0,2.8302067564517617,60000,plateau,200000,0.0001,0,False,51,stalled,60,True,2.2097531284602394e-06,2.2202157532208726e-11,2.209730926302707e-06,,5.30410472267806e-05,0.9374139976288849,80.0,0,5890.4,561.2,success,1.0,0.015342495955718623,,,axes,6.003043369800688,1.792111111111111,3200,6.003043369800688
pseudo_unw_T40_s7_d80,pseudo_unw,40.0,7,0.8918791962440932,0.395109881668713,False,0.7350662334416396,2.779751377692795,72250,plateau,200000,0.0001,0,False,4,stalled,60,True,0.02116258164783109,9.8408596866773e-09,0.021162571806971404,,0.0021917718563940762,0.84189224138586,80.0,0,6826.7,40.6,parked,0.7588102974256435,0.7538428585226726,4.48,6.07,axes,6.003043369800688,1.9075833333333334,3200,0.9109618313672544
pseudo_unw_T40_s8_d80,pseudo_unw,40.0,8,0.7375531997579979,0.26941000077518784,False,0.485378655336166,2.828719093907748,60750,plateau,200000,0.0001,0,False,4,stalled,60,True,0.02118147406008948,6.423117984094903e-11,0.0211814739958583,,0.0011596708285250704,0.7761384155008293,80.0,0,6282.7,41.6,parked,0.7540614846288428,0.7580817910990613,14.48,17.490000000000002,axes,6.003043369800688,1.75675,3200,2.624830713445351
pseudo_unw_T40_s9_d80,pseudo_unw,40.0,9,0.0026466406623955247,3.1209665787574274e-06,True,0.0,2.8300852379586066,66750,plateau,200000,0.0001,0,False,60,cap,60,False,1.825955449099127e-06,5.526882890179028e-12,1.825949922216237e-06,,7.788397114439724e-05,0.6370918947254046,80.0,0,6485.9,591.9,success,1.0,0.011333976417330353,,,axes,6.003043369800688,1.9660555555555554,3200,6.003043369800688
pseudo_unw_T14_s0_d320,pseudo_unw,14.0,0,7.819896934501494e-05,2.950825737618387e-09,True,0.0,2.829937077835923,67500,plateau,200000,0.0001,0,False,11,stalled,60,True,3.9453469981933865e-07,1.673121761907126e-13,3.9453453250716246e-07,,2.091515634609851e-05,0.8540846775644716,320.0,0,3866.6,109.1,success,1.0,0.007254294191062155,,,axes,2.1010651794302406,1.1043611111111111,4480,2.1010651794302406
pseudo_unw_T14_s1_d320,pseudo_unw,14.0,1,4.6551544553745875e-05,1.0786032241477593e-09,True,0.0,2.82994300182898,60000,plateau,200000,0.0001,0,False,8,stalled,60,True,1.771757472243484e-07,1.2891640479019367e-14,1.7717573433270794e-07,,6.829552978905725e-06,0.9997590885104372,320.0,0,4653.9,82.9,success,1.0,0.004901955340948945,,,axes,2.1010651794302406,1.3157777777777775,4480,2.1010651794302406
pseudo_unw_T14_s2_d320,pseudo_unw,14.0,2,6.819218042696315e-05,2.4804916510843818e-09,True,0.0,2.829929092267571,60000,plateau,200000,0.0001,0,False,11,stalled,60,True,4.646584726954073e-07,1.0406393945844606e-12,4.6465743205601274e-07,,2.0757555380864488e-05,0.6671719745396131,320.0,0,7431.1,135.7,success,1.0,0.006540860522507572,,,axes,2.1010651794302406,2.101888888888889,4480,2.1010651794302406
pseudo_unw_T14_s3_d320,pseudo_unw,14.0,3,0.00012102192310010499,6.656976234480003e-09,True,0.0,2.829957115844965,63500,plateau,200000,0.0001,0,False,9,stalled,60,True,2.4631004339709305e-07,4.0593831194099985e-13,2.463096374587811e-07,,1.1980495239543389e-05,0.7933551276481984,320.0,0,7854.0,90.3,success,1.0,0.00601921764707415,,,axes,2.1010651794302406,2.20675,4480,2.1010651794302406
pseudo_unw_T14_s4_d320,pseudo_unw,14.0,4,3.0490562028671667e-05,5.61503898313088e-10,True,0.0,2.8299349067771944,60000,plateau,200000,0.0001,0,False,11,stalled,60,True,2.2543723292235536e-07,3.4672839457786225e-14,2.254371982495159e-07,,1.1441842124353662e-05,0.5811365172549481,320.0,0,7709.1,118.2,success,1.0,0.0027967969217657916,,,axes,2.1010651794302406,2.1742500000000002,4480,2.1010651794302406
pseudo_unw_T14_s5_d320,pseudo_unw,14.0,5,4.469536690505748e-05,1.0339552978934762e-09,True,0.0,2.829939663670997,63750,plateau,200000,0.0001,0,False,16,stalled,60,True,2.342535212735779e-07,1.4719497840911988e-13,2.3425337407859948e-07,,7.430691501469484e-06,0.6646547807991174,320.0,0,7789.0,156.2,success,1.0,0.005283365858015723,,,axes,2.1010651794302406,2.207,4480,2.1010651794302406
pseudo_unw_T14_s6_d320,pseudo_unw,14.0,6,0.00010077738317960904,4.652800295881171e-09,True,0.0,2.8299040798860746,60000,plateau,200000,0.0001,0,False,8,stalled,60,True,2.4045488092189825e-07,2.7848628227219807e-13,2.40454602435616e-07,,1.6246784392428072e-05,0.6758335124288841,320.0,0,7765.5,82.8,success,1.0,0.002501541661559854,,,axes,2.1010651794302406,2.1800833333333336,4480,2.1010651794302406
pseudo_unw_T14_s7_d320,pseudo_unw,14.0,7,5.449188354143795e-05,1.566866177090139e-09,True,0.0,2.8299847486711647,62000,plateau,200000,0.0001,0,False,9,stalled,60,True,3.419422318015731e-07,3.8377930546484395e-13,3.4194184802226763e-07,,1.690751941999518e-05,0.7373459982993011,320.0,0,7899.4,90.6,success,1.0,0.00350093723495665,,,axes,2.1010651794302406,2.2194444444444446,4480,2.1010651794302406
pseudo_unw_T14_s8_d320,pseudo_unw,14.0,8,0.0001572682070688788,1.1171104201069096e-08,True,0.0,2.8299692239355823,60750,plateau,200000,0.0001,0,False,8,stalled,60,True,2.671602517651148e-07,1.6294205862889838e-12,2.671586223445285e-07,,9.138499400571782e-06,0.6581863246117492,320.0,0,7654.3,96.2,success,1.0,0.0051215128317510395,,,axes,2.1010651794302406,2.1529166666666666,4480,2.1010651794302406
pseudo_unw_T14_s9_d320,pseudo_unw,14.0,9,4.635299392408484e-05,1.3251045934279821e-09,True,0.0,2.829927433537227,60000,plateau,200000,0.0001,0,False,10,stalled,60,True,3.182811047359441e-07,4.3260414481806694e-13,3.182806721317993e-07,,1.347057139833032e-05,0.6588668080996039,320.0,0,7578.4,108.4,success,1.0,0.005953122770164143,,,axes,2.1010651794302406,2.135222222222222,4480,2.1010651794302406
pseudo_unw_T27_s0_d320,pseudo_unw,27.0,0,0.0002494194459433836,2.799411635195799e-08,True,0.0,2.8300036824550387,60000,plateau,200000,0.0001,0,False,17,stalled,60,True,5.121194722325208e-07,3.0665275255995684e-14,5.121194415672455e-07,,2.1921345726839446e-05,0.8551803039703162,320.0,0,7372.5,390.3,success,1.0,0.005318174195694661,,,axes,4.052054274615464,2.1563333333333334,8640,4.052054274615464
pseudo_unw_T27_s1_d320,pseudo_unw,27.0,1,0.00014298286843774578,1.0241733502708895e-08,True,0.0,2.8299818765831177,61500,plateau,200000,0.0001,0,False,25,stalled,60,True,9.901259614663754e-07,2.5564133409157797e-12,9.901234050530344e-07,,2.3831500281248143e-05,0.7361936324200252,320.0,0,11643.1,886.4,success,1.0,0.005202766124409364,,,axes,4.052054274615464,3.4804166666666667,8640,4.052054274615464
pseudo_unw_T27_s2_d320,pseudo_unw,27.0,2,0.0004942215684292891,1.0915010953079768e-07,True,0.0,2.830033703798749,61750,plateau,200000,0.0001,0,False,23,stalled,60,True,6.093761119938889e-07,1.0711965136847554e-12,6.093750407973751e-07,,2.6276683703467204e-05,1.2199551850486854,320.0,0,11604.5,813.8,success,1.0,0.004795885539063377,,,axes,4.052054274615464,3.4495277777777775,8640,4.052054274615464
pseudo_unw_T27_s3_d320,pseudo_unw,27.0,3,0.00021886077485303352,2.282359915814438e-08,True,0.0,2.830083627828308,74750,plateau,200000,0.0001,0,False,32,stalled,60,True,1.4199113569756041e-06,8.771275385502255e-14,1.4199112692628503e-06,,2.5328615231448647e-05,0.6770744422344369,320.0,0,8715.4,691.0,success,1.0,0.005050870473093443,,,axes,4.052054274615464,2.6128888888888886,8640,4.052054274615464
pseudo_unw_T27_s4_d320,pseudo_unw,27.0,4,8.677276042962048e-05,3.7676921731826545e-09,True,0.0,2.8299549010518463,60000,plateau,200000,0.0001,0,False,26,stalled,60,True,6.120659881521481e-07,1.0423823060494875e-14,6.120659777283251e-07,,2.558533876240749e-05,0.6066692877646013,320.0,0,6849.7,576.2,success,1.0,0.005819837690024183,,,axes,4.052054274615464,2.06275,8640,4.052054274615464
pseudo_unw_T27_s5_d320,pseudo_unw,27.0,5,0.0003362447331442172,5.0761590294256906e-08,True,0.0,2.8299474740349013,67750,plateau,200000,0.0001,0,False,23,stalled,60,True,3.8613824512763233e-07,5.595135810191206e-12,3.861326499918221e-07,,2.3640891252133127e-05,0.8191187153272559,320.0,0,7561.3,478.6,success,1.0,0.0050214081483922635,,,axes,4.052054274615464,2.233305555555556,8640,4.052054274615464
pseudo_unw_T27_s6_d320,pseudo_unw,27.0,6,0.0004317434064515235,8.307198460933014e-08,True,0.0,2.8299816937352316,60000,plateau,200000,0.0001,0,False,23,stalled,60,True,4.0609206843352675e-07,1.295399673406922e-12,4.0609077303385337e-07,,1.9624496902177405e-05,0.6839040914864093,320.0,0,6676.7,484.5,success,1.0,0.007796160241203771,,,axes,4.052054274615464,1.9892222222222222,8640,4.052054274615464
pseudo_unw_T27_s7_d320,pseudo_unw,27.0,7,0.0017334792747262225,1.3360066406996051e-06,True,0.0,2.8300760603684862,60000,plateau,200000,0.0001,0,False,24,stalled,60,True,4.678148616054121e-07,6.634059745243417e-12,4.6780822754566686e-07,,1.7561647187722677e-05,0.7830490578548587,320.0,0,6727.3,497.0,success,1.0,0.012806946136607983,,,axes,4.052054274615464,2.0067500000000003,8640,4.052054274615464
pseudo_unw_T27_s8_d320,pseudo_unw,27.0,8,0.0002225359195569277,2.2371456884765312e-08,True,0.0,2.8300207105719832,60000,plateau,200000,0.0001,0,False,19,stalled,60,True,4.6873014680481205e-07,3.9591237110927353e-13,4.6872975089244094e-07,,3.92458400807409e-05,0.9215703145168743,320.0,0,6729.0,401.6,success,1.0,0.005270089466840879,,,axes,4.052054274615464,1.9807222222222223,8640,4.052054274615464
pseudo_unw_T27_s9_d320,pseudo_unw,27.0,9,9.824226847479682e-05,5.04773338936942e-09,True,0.0,2.83003667631027,68500,plateau,200000,0.0001,0,False,41,stalled,60,True,7.925642339214209e-07,4.476714838010461e-13,7.92563786249937e-07,,2.0234864889099998e-05,0.745613180560676,320.0,0,7727.2,858.3,success,1.0,0.009022875015553282,,,axes,4.052054274615464,2.3848611111111113,8640,4.052054274615464
pseudo_unw_T40_s0_d320,pseudo_unw,40.0,0,0.00043679783831513785,8.739167747973118e-08,True,0.0,2.8299994571481264,64500,plateau,200000,0.0001,0,False,60,cap,60,False,2.1725608335116573e-06,8.242088954300584e-13,2.172560009302762e-06,,0.00011758823014552526,0.4937913177420294,320.0,0,17817.7,3088.0,success,1.0,0.006618685539530844,,,axes,6.003043369800688,5.807138888888889,12800,6.003043369800688
pseudo_unw_T40_s1_d320,pseudo_unw,40.0,1,0.0006218851652200764,1.727033140268682e-07,True,0.0,2.830024745648292,60750,plateau,200000,0.0001,0,False,43,stalled,60,True,7.645245290551311e-07,1.6290028498281472e-12,7.645229000522813e-07,,3.869988385505998e-05,0.5519062001805499,320.0,0,17464.6,2499.8,success,1.0,0.007437142817902105,,,axes,6.003043369800688,5.545666666666666,12800,6.003043369800688
pseudo_unw_T40_s2_d320,pseudo_unw,40.0,2,0.00019961392266736549,1.8667078813379e-08,True,0.0,2.8299712864366398,60000,plateau,200000,0.0001,0,False,40,stalled,60,True,7.534767755950448e-07,8.314787738298779e-13,7.534759441162709e-07,,2.7178044240355424e-05,0.7775401719866806,320.0,0,11002.6,1328.6,success,1.0,0.007815938159245008,,,axes,6.003043369800688,3.4253333333333336,12800,6.003043369800688
pseudo_unw_T40_s3_d320,pseudo_unw,40.0,3,0.003932625435323332,6.884038252865257e-06,True,0.0,2.8302940133096928,60000,plateau,200000,0.0001,0,False,53,stalled,60,True,2.288762748017997e-06,9.101909938074604e-12,2.2887536461080587e-06,,5.5422867581394346e-05,0.845794481962818,320.0,0,16789.3,2763.7,success,1.0,0.015616107783461779,,,axes,6.003043369800688,5.431388888888889,12800,6.003043369800688
pseudo_unw_T40_s4_d320,pseudo_unw,40.0,4,0.0015887081822282163,1.1243966463544832e-06,True,0.0,2.8300721622868394,60500,plateau,200000,0.0001,0,False,30,stalled,60,True,1.4284693952175606e-06,1.9610452207549786e-12,1.4284674341723399e-06,,4.261694543222637e-05,1.052054035290937,320.0,0,10490.1,974.0,success,1.0,0.011259240843678069,,,axes,6.003043369800688,3.1844722222222224,12800,6.003043369800688
pseudo_unw_T40_s5_d320,pseudo_unw,40.0,5,0.6977519081048242,0.2295720699401449,False,0.0,2.8552127034867074,60000,plateau,200000,0.0001,0,False,17,stalled,60,True,0.00042227008372732676,4.48323798104401e-07,0.00042182175992922237,,0.0016063563771114488,0.5929114260563061,320.0,0,17552.8,940.3,diffuse,0.9875031242189453,0.22375756197369803,2.71,6.57,axes,6.003043369800688,5.136972222222222,12800,0.9859998734897629
pseudo_unw_T40_s6_d320,pseudo_unw,40.0,6,0.0026958099958440183,3.2401090824167116e-06,True,0.0,2.8301585776803835,60000,plateau,200000,0.0001,0,False,60,cap,60,False,2.1090435577042414e-06,5.79892450815197e-12,2.1090377587797332e-06,,0.0003837590876598766,0.554754567344532,320.0,0,16921.2,3164.9,success,1.0,0.014741801091930998,,,axes,6.003043369800688,5.579472222222223,12800,6.003043369800688
pseudo_unw_T40_s7_d320,pseudo_unw,40.0,7,0.01787746410870879,0.0001423509717835661,True,0.0,2.8305779838365184,60000,plateau,200000,0.0001,0,False,53,stalled,60,True,3.899063460685309e-06,2.1362391689866726e-10,3.89884983676841e-06,,4.5139521169082726e-05,0.888135359272134,320.0,0,17867.3,2920.5,success,1.0,0.035059936738280104,,,axes,6.003043369800688,5.774388888888889,12800,6.003043369800688
pseudo_unw_T40_s8_d320,pseudo_unw,40.0,8,0.7933204258096996,0.3120697755028646,False,0.5691077230692327,2.8265539889824454,63250,plateau,200000,0.0001,0,False,5,stalled,60,True,0.021195450119722917,2.119698830937569e-09,0.021195448000024087,,0.0019651849396973764,0.8206549945074778,320.0,0,19531.1,346.5,parked,0.7655586103474131,0.7676833524127459,11.16,13.83,axes,6.003043369800688,5.5215555555555556,12800,2.0755522451085877
pseudo_unw_T40_s9_d320,pseudo_unw,40.0,9,0.002058396065554598,1.8882305973160419e-06,True,0.0,2.8301110686964583,60000,plateau,200000,0.0001,0,False,45,stalled,60,True,1.4031862554352603e-06,9.357993917199517e-13,1.4031853196358687e-06,,1.9684680432085225e-05,0.6984345392574557,320.0,0,10730.0,1494.2,success,1.0,0.013500952552950904,,,axes,6.003043369800688,3.395611111111111,12800,6.003043369800688
base_unw_T14_s0,base_unw,14.0,0,8.019124844871502e-05,2.9781972592614705e-09,True,0.0,2.8299513664853966,62000,plateau,200000,0.0001,0,False,8,stalled,60,True,2.1977690413657794e-07,1.5347358676859872e-13,2.1977675066299118e-07,,4.385920520129336e-06,,20.0,1,126.5,30.4,success,1.0,0.008533115757258104,,,converged,2.1010651794302406,0.043583333333333335,280,2.1010651794302406
base_unw_T14_s1,base_unw,14.0,1,0.7132491554729868,0.25492522407333884,False,0.5096359743040685,2.8299531841732444,60000,plateau,200000,0.0001,0,False,13,stalled,60,True,5.271145324349696e-07,5.56678043074588e-13,5.271139757569265e-07,,2.3816186944761287e-05,,20.0,1,352.9,70.7,parked,0.9914346895074947,78.20567280822924,6.8500000000000005,7.03,converged,2.1010651794302406,0.11766666666666666,280,1.055034872242471
base_unw_T14_s2,base_unw,14.0,2,5.1550375484238557e-05,1.3302920365892789e-09,True,0.0,2.829989217458232,60000,plateau,200000,0.0001,0,False,7,stalled,60,True,3.6543481425512336e-07,3.399862440981953e-13,3.6543447426887927e-07,,1.5001024461949997e-05,,20.0,1,179.9,20.4,success,1.0,0.003788601766122491,,,converged,2.1010651794302406,0.05563888888888889,280,2.1010651794302406
base_unw_T14_s3,base_unw,14.0,3,0.850620406744268,0.3609833236992694,False,0.721627408993576,2.8291894126995785,64750,plateau,200000,0.0001,0,False,4,stalled,60,True,3.453489317256562e-07,1.9771672870929873e-12,3.453469545583691e-07,,3.880017361736856e-05,,20.0,1,219.6,10.9,parked,0.9907209136331192,104.81785514604024,3.88,4.0,converged,2.1010651794302406,0.06402777777777778,280,0.6003043369800688
base_unw_T14_s4,base_unw,14.0,4,0.00017306455107681415,1.384034121801556e-08,True,0.0,2.8300022125030133,60000,plateau,200000,0.0001,0,False,9,stalled,60,True,5.22732812010926e-07,1.5475480331500402e-13,5.227326572561227e-07,,1.7352474124214474e-05,,20.0,1,25.3,22.2,success,1.0,0.011112080701589403,,,converged,2.1010651794302406,0.013194444444444444,280,2.1010651794302406
base_unw_T14_s5,base_unw,14.0,5,0.00018847052526868287,1.6356403494654874e-08,True,0.0,2.8299559245032953,60250,plateau,200000,0.0001,0,False,8,stalled,60,True,5.614681682356218e-07,3.230975010600343e-14,5.614681359258717e-07,,1.0340930194685949e-05,,20.0,1,112.1,22.6,success,1.0,0.006755317165297823,,,converged,2.1010651794302406,0.03741666666666666,280,2.1010651794302406
base_unw_T14_s6,base_unw,14.0,6,0.840067286882311,0.35008729580485437,False,0.6995003568879372,2.8291118812015204,60000,plateau,200000,0.0001,0,False,4,stalled,60,True,1.7506313751873825e-07,3.6339580370035495e-13,1.7506277412293456e-07,,7.717022228001679e-06,,20.0,1,173.2,10.2,parked,0.987152034261242,63.03988687351475,4.18,4.32,converged,2.1010651794302406,0.05094444444444444,280,0.6483286839384743
base_unw_T14_s7,base_unw,14.0,7,0.000178758270431559,1.4400204397723656e-08,True,0.0,2.8299175228020563,61250,plateau,200000,0.0001,0,False,7,stalled,60,True,2.50676749400496e-07,3.3754577308051274e-13,2.506764118547229e-07,,1.2186212007343347e-05,,20.0,1,142.4,19.7,success,1.0,0.008512350590713607,,,converged,2.1010651794302406,0.04502777777777778,280,2.1010651794302406
base_unw_T14_s8,base_unw,14.0,8,0.9449889113313449,0.4291142774825401,False,0.8579586009992862,1.9999954306257057,60250,plateau,200000,0.0001,0,False,19,stalled,60,True,1.3858893331920854e-06,1.2121167781343518e-11,1.385877212024304e-06,,0.0002741603140284102,,20.0,1,195.8,56.1,parked,0.9857244825124911,63.540717670380175,1.96,2.02,converged,2.1010651794302406,0.06997222222222223,280,0.3031536901749347
base_unw_T14_s9,base_unw,14.0,9,0.7651552790447791,0.28693079864206456,False,0.5731620271234832,2.829108041551905,60000,plateau,200000,0.0001,0,False,6,stalled,60,True,4.479569930917415e-07,8.012868256812393e-13,4.479561918049158e-07,,1.9311431557936822e-05,,20.0,1,194.0,15.1,parked,0.9771591720199857,70.70452820466728,5.94,6.04,converged,2.1010651794302406,0.058083333333333334,280,0.9064595488399038
