label,t,y1,y2
near the origin,11.4,0.1609512810587051,2.3061469517820004
near the origin,11.5,0.4015103988998183,2.498557819705625
near the origin,11.6,0.6586133810963408,2.6291107856567484
near the origin,11.700000000000001,0.9235893970949536,2.6476093568078003
near the origin,11.8,1.1829701124283132,2.512338766685215
near the origin,11.9,1.420620791435067,2.21570381377978
near the origin,12.0,1.6220298079101043,1.7978029244020415
near the origin,12.1,1.7785571875326596,1.3310710627195608
near the origin,12.200000000000001,1.8890073907135498,0.8862422032912768
near the origin,12.3,1.9580333130146186,0.5071815104677638
near the origin,12.4,1.9931130553265082,0.20753838506877323
near the origin,12.5,2.001988172194349,-0.01894370687099761
near the origin,12.6,1.9912799787366362,-0.18676611702144594
near the origin,12.700000000000001,1.9660761997238263,-0.3112629337669366
near the origin,12.8,1.9300354660036765,-0.40541191365300994
near the origin,12.9,1.885671653055112,-0.47913506932271777
near the origin,13.0,1.8346461920797452,-0.5396578645613456
near the origin,13.1,1.7780060835016116,-0.5921529937066695
near the origin,13.200000000000001,1.7163578214653445,-0.6403498075002537
near the origin,13.3,1.649986414876928,-0.6870181884382212
near the origin,13.4,1.578932468198371,-0.7343269437955577
near the origin,13.5,1.5030385881171124,-0.784104036166988
near the origin,13.6,1.4219734285949275,-0.8380281154043318
near the origin,13.700000000000001,1.3352390016140863,-0.897774996762492
near the origin,13.8,1.242164891175161,-0.9651351366524523
near the origin,13.9,1.1418918051963223,-1.0421099587568545
near the origin,14.0,1.0333465955400998,-1.1309847270347866
near the origin,14.1,0.9152118140333173,-1.2343602525546835
near the origin,14.200000000000001,0.7858958377793858,-1.3550993938012932
near the origin,14.3,0.6435160882593984,-1.4960984446642716
near the origin,14.4,0.48592035808842843,-1.6597178287558914
near the origin,14.5,0.31079300513814273,-1.846598415930328
near the origin,14.6,0.11592572091606475,-2.053486747539497
near the origin,14.700000000000001,-0.10023019323160413,-2.2697530257352
near the origin,14.8,-0.3376057471410899,-2.472915749113979
near the origin,14.9,-0.5931363678858489,-2.6253062244654606
near the origin,15.0,-0.859307423781979,-2.6769492247062256
near the origin,15.1,-1.1235637697379428,-2.580694974617227
near the origin,15.200000000000001,-1.3698427330721166,-2.318055764442936
near the origin,15.3,-1.5825620252584047,-1.9184664555282145
near the origin,15.4,-1.751264418402056,-1.450930283010921
near the origin,15.5,-1.873033742258486,-0.9910739177720251
near the origin,15.6,-1.9515091918688705,-0.5909806481869353
near the origin,15.700000000000001,-1.9939197998993774,-0.27080146915521597
near the origin,15.8,-2.0082420951417648,-0.027461722319364452
near the origin,15.9,-2.0015143195335234,0.1528613514001486
near the origin,16.0,-1.9792387636993474,0.2860376120539665
near the origin,16.1,-1.9454129030152132,0.38592191037379137
near the origin,16.2,-1.9028029934697601,0.4632504597437402
near the origin,16.3,-1.853250410358818,0.525876502597711
near the origin,16.4,-1.7979289192963115,0.5794131823030299
near the origin,16.5,-1.7375355986532044,0.6278800020238481
near the origin,16.6,-1.6724228552231648,0.6742264937448571
near the origin,16.7,-1.6026848944670993,0.7207221905573085
near the origin,16.8,-1.528210843503659,0.7692388917285106
near the origin,16.9,-1.4487137189746113,0.8214564028535075
near the origin,17.0,-1.3637415350974227,0.8790177003612294
near the origin,17.1,-1.2726746275362006,0.943651850067141
near the origin,17.2,-1.1747118326864985,1.0172749969595394
near the origin,17.3,-1.0688475739610828,1.1020704906263536
near the origin,17.400000000000002,-0.9538424120526462,1.2005359811681122
near the origin,17.5,-0.8281918353706484,1.3154632470633318
near the origin,17.6,-0.6901032430071146,1.4497779121072703
near the origin,17.7,-0.5375013574949788,1.6061008758781046
near the origin,17.8,-0.3681008033164961,1.7857942054863507
near the origin,17.900000000000002,-0.17961412120401923,1.9871403835228494
near the origin,18.0,0.029798701895540042,2.2022831657323234
near the origin,18.1,0.2607098446299207,2.412946925205656
near the origin,18.2,0.5111630298153336,2.5863382175877865
near the origin,18.3,0.7751710343407048,2.6753604297039897
near the origin,18.400000000000002,1.0417161673590407,2.6294736983874083
near the origin,18.5,1.2955031011993088,2.4182775913329464
near the origin,18.6,1.5202633474102254,2.055494946306095
near the origin,18.7,1.7035090863016524,1.6005541474223433
near the origin,18.8,1.8399088679980742,1.1310269424681116
near the origin,18.900000000000002,1.9313178141451905,0.7084504048964211
near the origin,19.0,1.9841875274919056,0.36260551326070584
near the origin,19.1,2.006506056698882,0.09630750996952411
near the origin,19.2,2.005716662187918,-0.10208121176168344
near the origin,19.3,1.9878227666901347,-0.24842879174521346
near the origin,19.400000000000002,1.9572715800060052,-0.35745010161874924
near the origin,19.5,1.917182435491385,-0.440877495781394
near the origin,19.6,1.8696565241811243,-0.5074096011666369
near the origin,19.7,1.8160536023851144,-0.563290025411883
near the origin,19.8,1.757203672812682,-0.612975754198174
near the origin,19.900000000000002,1.6935561683515223,-0.6597041320420385
near the origin,20.0,1.625279312069277,-0.7059229848371192
near the origin,20.1,1.5523225844865358,-0.7536033317237711
near the origin,20.2,1.4744524810117778,-0.8044660478877672
near the origin,20.3,1.3912687069394765,-0.8601505640896707
near the origin,20.400000000000002,1.3022055014063445,-0.9223464021187731
near the origin,20.5,1.2065210947317535,-0.9929004453498967
near the origin,20.6,1.1032774336544922,-1.0739041931037043
near the origin,20.7,0.9913124239717344,-1.167753689716254
near the origin,20.8,0.8692085183785596,-1.2771562299734063
near the origin,20.900000000000002,0.7352655339838265,-1.4050255875007087
near the origin,21.0,0.5874939564857844,-1.5541517707930979
near the origin,21.1,0.423660518480595,-1.7264428577543927
near the origin,21.2,0.2414437372910713,-1.921421705450401
near the origin,21.3,0.03879338005968214,-2.1335887180422555
near the origin,21.400000000000002,-0.1853796409146121,-2.3484688542379257
near the origin,21.5,-0.4300788179347214,-2.538160444349761
near the origin,21.6,-0.6907461702698235,-2.659546721993536
near the origin,21.7,-0.9579836515315749,-2.6611506483523546
near the origin,21.8,-1.217613213415575,-2.5031892938734375
near the origin,21.900000000000002,-1.4531808946132936,-2.1837766822862257
near the origin,22.0,-1.650511729521533,-1.7497022735647159
near the origin,22.1,-1.8018372233732003,-1.2768251886772244
near the origin,22.2,-1.9069350629777664,-0.8346136289741767
near the origin,22.3,-1.9711528869906965,-0.46314325466689665
near the origin,22.400000000000002,-2.0022782672643107,-0.17249941262295648
near the origin,22.5,-2.0080743049865935,0.045708125195261365
near the origin,22.6,-1.9950396066528802,0.20681236774173925
near the origin,22.7,-1.968098444203283,0.32622053851025706
near the origin,22.8,-1.9307572484212625,0.4166688348531956
near the origin,22.900000000000002,-1.885406679230523,0.48776768213039406
near the origin,23.0,-1.833614951167262,0.5464633338541975
near the origin,23.1,-1.7763607831097294,0.5977103022417745
near the origin,23.2,-1.714201173682783,0.6450789082572285
near the origin,23.3,-1.6473850379359782,0.6912279680398759
near the origin,23.400000000000002,-1.575926095040027,0.7382513573077317
near the origin,23.5,-1.4996461669243968,0.7879285662794516
near the origin,23.6,-1.4181969533365901,0.8419091178840981
near the origin,23.7,-1.3310656714920228,0.9018540864216757
near the origin,23.8,-1.237568012933631,0.9695501436495397
near the origin,23.900000000000002,-1.1368307331967464,1.0470032945702334
near the origin,24.0,-1.027765960132756,1.136509170850519
near the origin,24.1,-0.9090403429889511,1.240680974537324
near the origin,24.2,-0.7790452830608607,1.3623890800446736
near the origin,24.3,-0.6358812337013953,1.5045191227639598
near the origin,24.400000000000002,-0.4773819624405459,1.6693778935943842
near the origin,24.5,-0.3012270058058779,1.8574668780040002
near the origin,24.6,-0.10522406274893917,2.0652431367611266
near the origin,24.7,0.11212001340446814,2.281564833329532
near the origin,24.8,0.3506169968358334,2.483195964552344
near the origin,24.900000000000002,0.6070013294851483,2.631641186223733
near the origin,25.0,0.8734910146682648,2.676540395412239
near the origin,25.1,1.137278327698546,2.5715366108174127
near the origin,25.2,1.382201010982607,2.3003559403764307
near the origin,25.3,1.5928324677082193,1.8950527043222005
near the origin,25.400000000000002,1.7590811395328945,1.4259663358388734
near the origin,25.5,1.8784313371741348,0.9681215441682129
near the origin,25.6,1.9547982622511404,0.5719322753759399
near the origin,25.7,1.9955185886779467,0.2560077307074559
near the origin,25.8,2.008554054337694,0.016391814000501194
near the origin,25.900000000000002,2.0008712379148386,-0.16103359657556077
near the origin,26.0,1.9778896138299558,-0.2921084214487759
near the origin,26.1,1.9435341095805743,-0.3905376192926428
near the origin,26.2,1.9005146127558175,-0.46689477897938264
near the origin,26.3,1.8506311713102985,-0.5288981024256539
near the origin,26.400000000000002,1.7950279562259452,-0.5820609700122882
near the origin,26.5,1.7343808285945401,-0.6303339673764345
near the origin,26.6,1.669026625586209,-0.6766214117845891
near the origin,26.7,1.5990475921433958,-0.7231649324436713
near the origin,26.8,1.5243230258032237,-0.7718209520927676
near the origin,26.900000000000002,1.4445571665143961,-0.8242631587853145
near the origin,27.0,1.3592894924435661,-0.8821355562193607
near the origin,27.1,1.26789140212799,-0.9471740176893259
near the origin,27.2,1.1695518687023314,-1.0213062296835016
near the origin,27.3,1.0632541118470322,-1.1067305390472482
near the origin,27.400000000000002,0.9477459069585442,-1.205960678769136
near the origin,27.5,0.8215084842865502,-1.3218006475460888
near the origin,27.6,0.6827343459817957,-1.457174315391921
near the origin,27.7,0.5293349499512758,-1.6146673694914815
near the origin,27.8,0.35901821554675206,-1.79553852950355
near the origin,27.900000000000002,0.16950591658480701,-1.9978440529204158
near the origin,28.0,-0.04100108391954467,-2.2133097011623537
near the origin,28.1,-0.2729805983908067,-2.423007627924784
near the origin,28.2,-0.5243078969484359,-2.59334995941672
near the origin,28.3,-0.788755240378106,-2.6766874926539823
near the origin,28.400000000000002,-1.0550491744689348,-2.622848955130667
near the origin,28.5,-1.307744275069643,-2.403190357903569
near the origin,28.6,-1.530647971918431,-2.0339886740657986
near the origin,28.7,-1.711578515707626,-1.5764449540905086
near the origin,28.8,-1.845598098265427,-1.108059552377119
near the origin,28.900000000000002,-1.934870702417554,-0.6889300008268621
near the origin,29.0,-1.9859951701051586,-0.34722875621938276
near the origin,29.1,-2.0069713039730797,-0.08472750631320985
near the origin,29.2,-2.0051822905736794,0.11063215238884572
near the origin,29.3,-1.9865509530739616,0.25475188132938015
near the origin,29.400000000000002,-1.955450146336972,0.36221787414318524
near the origin,29.5,-1.914940060454045,0.44460100010998543
near the origin,29.6,-1.8670780851769637,0.5104591732105003
near the origin,29.7,-1.8131925489434289,0.5659296621269296
near the origin,29.8,-1.7540910151529974,0.6153950284175009
near the origin,29.900000000000002,-1.69020660602485,0.66204327319607
near the origin,30.0,-1.6216951964029085,0.7082913236757783
near the origin,30.1,-1.54849630679849,0.756092616169993
near the origin,30.2,-1.4703677193672762,0.8071601949074728
near the origin,30.3,-1.386900822546584,0.8631330894153684
near the origin,30.400000000000002,-1.297521271198835,0.9257063746307576
near the origin,30.5,-1.2014779022455595,0.9967374030600364
near the origin,30.6,-1.0978220199409194,1.0783319674213054
near the origin,30.7,-0.9853793391411432,1.1729023559900253
near the origin,30.8,-0.8627185487639338,1.2831701630587278
near the origin,30.900000000000002,-0.7281246807107841,1.4120534286576873
near the origin,31.0,-0.5795941283634546,1.5623204692135804
near the origin,31.1,-0.4148841421525443,1.7358025591740804
near the origin,31.2,-0.2316761103856756,1.9318425156688706
near the origin,31.3,-0.02794856285699202,2.144591085606399
near the origin,31.400000000000002,0.19731274303058707,2.3589953559891566
near the origin,31.5,0.44296788509021573,2.546380719851771
near the origin,31.6,0.7042385253299819,2.662939240745811
near the origin,31.7,0.9714656095930768,2.6571943112405347
near the origin,31.8,1.2302726952216145,2.490679487742701
near the origin,31.900000000000002,1.4642024325878464,2.1639517507460564
near the origin,32.0,1.659322648989655,1.725992420037089
near the origin,32.1,1.8082508333090492,1.2531911078003297
near the origin,32.2,1.9111140295645763,0.8138847382603412
near the origin,32.3,1.9734588289926747,0.446480132730255
near the origin,32.4,2.003120749513861,0.1598097898201376
near the origin,32.5,2.007818831993989,-0.05511325427053987
near the origin,32.6,1.9939736175905043,-0.21374934824657654
near the origin,32.7,1.9664315065720508,-0.33140966378047465
near the origin,32.8,1.92863476296858,-0.420670761268607
near the origin,32.9,1.8829257032989266,-0.49099316718468405
near the origin,33.0,1.830837623123647,-0.5492058846945725
near the origin,33.1,1.7733243352451902,-0.6001796830842278
near the origin,33.2,1.7109248805512547,-0.6474284600778187
near the origin,33.3,1.6438747858313072,-0.6935749918434457
near the origin,33.4,1.5721772087646138,-0.7406918562885118
near the origin,33.5,1.4956449765142066,-0.7905479600234422
near the origin,33.6,1.413921432597899,-0.8447902871212921
near the origin,33.7,1.3264853633752398,-0.9050837203445398
near the origin,33.8,1.2326433795763214,-0.9732239593850501
near the origin,33.9,1.1315120332989292,-1.0512302463937704
near the origin,34.0,1.0219917737953943,-1.1414141369060495
near the origin,34.1,0.9027359626231306,-1.2464043693270117
near the origin,34.2,0.7721214267368507,-1.3690800192221078
near the origin,34.300000000000004,0.6282340175371298,-1.5123156459794596
near the origin,34.4,0.4688959462187317,-1.6783628889746627
near the origin,34.5,0.2917845615639397,-1.867582349781914
near the origin,34.6,0.09472625100133922,-2.0761428103673762
near the origin,34.7,-0.12371437794080765,-2.2924000865926297
near the origin,34.800000000000004,-0.3632294627336533,-2.4923920443462073
near the origin,34.9,-0.6203563347206703,-2.636855324666337
near the origin,35.0,-0.8870569115158561,-2.6751313851091854
near the origin,35.1,-1.15029061032339,-2.56172681518422
near the origin,35.2,-1.3938181918187476,-2.2825548331188776
near the origin,35.300000000000004,-1.602381812156644,-1.8721292712524942
near the origin,35.4,-1.7662494358486662,-1.4019265340696159
near the origin,35.5,-1.8832839876984604,-0.9462718768332992
near the origin,35.6,-1.9576521237217455,-0.55394739714492
near the origin,35.7,-1.9967811921820644,-0.24211941514788152
near the origin,35.800000000000004,-2.008610844783506,-0.0060365355756154026
near the origin,35.9,-2.0000354500401833,0.16866645282297585
near the origin,36.0,-1.9763942950410118,0.29778195359072807
near the origin,36.1,-1.9415432085752393,0.3948640598947128
near the origin,36.2,-1.8981388718677374,0.47032921594717775
near the origin,36.300000000000004,-1.8479425297561543,0.5317673156519414
near the origin,36.4,-1.792070640474332,0.5845979159697793
near the origin,36.5,-1.7311792002701878,0.6327073179791189
near the origin,36.6,-1.6655904286158825,0.6789580381408091
near the origin,36.7,-1.595375270840757,0.7255662540042276
near the origin,36.800000000000004,-1.5204036477044367,0.7743747611614821
near the origin,36.9,-1.4403713265220668,0.827052385636678
near the origin,37.0,-1.354809446041209,0.8852450723731882
near the origin,37.1,-1.2630805855632483,0.9506961759564789
near the origin,37.2,-1.1643639149980458,1.025345412922573
near the origin,37.300000000000004,-1.0576314702936898,1.1114064355547042
near the origin,37.4,-0.9416182419875809,1.211409125197308
near the origin,37.5,-0.8147912145835388,1.328169356140853
near the origin,37.6,-0.6753280737807187,1.4646081531093456
near the origin,37.7,-0.5211272631501301,1.6232735632601631
near the origin,37.800000000000004,-0.3498905924064937,1.8053163164660042
near the origin,37.9,-0.1593502793436394,2.00855865533627
near the origin,38.0,0.05224978274590144,2.224297473989443
near the origin,38.1,0.2852897729747962,2.4329424468518206
near the origin,38.2,0.5374726702389064,2.6001126782671804
near the origin,38.300000000000004,0.802327831405585,2.677636804616983
near the origin,38.4,1.0683285204714794,2.6157773796589576
near the origin,38.5,1.319888684630265,2.3877112831767855
near the origin,38.6,1.5409047427913154,2.0122676540861866
near the origin,38.7,1.7195095337479271,1.5523368564393816
near the origin,38.800000000000004,1.851157773146989,1.0852537874755512
near the origin,38.9,1.938314395725148,0.6696404895693089
near the origin,39.0,1.9877170343443444,0.3320805749873737
near the origin,39.1,2.0073719055756225,0.07333838473054194
near the origin,39.2,2.004600054307798,-0.11903827520615211
near the origin,39.300000000000004,1.9852436301762566,-0.2609713382885036
near the origin,39.4,1.953601874957856,-0.36691432265167107
near the origin,39.5,1.9126767263471927,-0.44827696749974244
near the origin,39.6,1.8644825408301928,-0.5134782462449157
near the origin,39.7,1.8103167981930648,-0.5685509667144985
near the origin,39.800000000000004,1.7509650288463365,-0.6178048159515199
near the origin,39.9,1.6868443153512058,-0.6643796136007666
near the origin,40.0,1.618098355950069,-0.7106622286897172
inside the loop,0.0,0.5,0.0
inside the loop,0.1,0.49743839080827845,-0.05183960427053068
inside the loop,0.2,0.4895138285699749,-0.10722811650664886
inside the loop,0.3,0.4758799247711031,-0.16600382921627407
inside the loop,0.4,0.45620373031976263,-0.22806171631691488
inside the loop,0.5,0.43015958545434296,-0.293361641073187
inside the loop,0.6,0.39742262340367496,-0.36192660288138706
inside the loop,0.7000000000000001,0.35766307637482286,-0.4338278432686857
inside the loop,0.8,0.3105428981041091,-0.5091525908788482
inside the loop,0.9,0.2557167125037955,-0.5879486843914468
inside the loop,1.0,0.19283976503903705,-0.6701384798950889
inside the loop,1.1,0.12158639405075729,-0.7553929731000989
inside the loop,1.2,0.04168345403559604,-0.8429573894133078
inside the loop,1.3,-0.04703619079589347,-0.931424322295996
inside the loop,1.4000000000000001,-0.14455517863537776,-1.0184641265411276
inside the loop,1.5,-0.25056546198755264,-1.1005499810058146
inside the loop,1.6,-0.36433756346636,-1.1727600003678815
inside the loop,1.7,-0.48457943000691317,-1.2287945648315823
inside the loop,1.8,-0.609315143765675,-1.2613862276090229
inside the loop,1.9000000000000001,-0.7358307566511901,-1.2632475366723053
inside the loop,2.0,-0.860742101387386,-1.2285377829597555
inside the loop,2.1,-0.9802234302696629,-1.154531841667945
inside the loop,2.2,-1.090388342292417,-1.042880444748303
inside the loop,2.3000000000000003,-1.187748396989041,-0.8998149897261616
inside the loop,2.4,-1.2696258657332948,-0.7350323998222646
inside the loop,2.5,-1.334401784954633,-0.5596272413450567
inside the loop,2.6,-1.3815428248738297,-0.38388349430110164
inside the loop,2.7,-1.4114336520975619,-0.2156905686826818
inside the loop,2.8000000000000003,-1.4250979865606492,-0.059912759374031364
inside the loop,2.9,-1.4239000855723718,0.08142204292381272
inside the loop,3.0,-1.4092910738871653,0.20847967828645964
inside the loop,3.1,-1.382627162484307,0.3228732016087293
inside the loop,3.2,-1.3450581115383677,0.42702791175706617
inside the loop,3.3000000000000003,-1.297469854037397,0.5237374836506874
inside the loop,3.4,-1.2404619976616287,0.6159049608492357
inside the loop,3.5,-1.1743436978741348,0.7064261649168981
inside the loop,3.6,-1.0991361027387256,0.798167142330383
inside the loop,3.7,-1.0145741516907067,0.8939931718560624
inside the loop,3.8000000000000003,-0.9201044348338695,0.9968126071051109
inside the loop,3.9,-0.8148794818885505,1.1095973835292507
inside the loop,4.0,-0.6977532334099507,1.2353281993219292
inside the loop,4.1,-0.5672890536880418,1.37678078895509
inside the loop,4.2,-0.42180251453422973,1.5360155291383792
inside the loop,4.3,-0.2594785235851707,1.7133595543623952
inside the loop,4.4,-0.07862668247960598,1.905615537155268
inside the loop,4.5,0.12183694721025051,2.1033187807238116
inside the loop,4.6000000000000005,0.3415960884673626,2.2873762353894187
inside the loop,4.7,0.5778342029921935,2.426734781353553
inside the loop,4.8,0.8240962445718893,2.4806998932909616
inside the loop,4.9,1.0697983576463,2.4100892987303295
inside the loop,5.0,1.3013026053311536,2.196440108044482
inside the loop,5.1000000000000005,1.5048839361783666,1.8579415361843528
inside the loop,5.2,1.6704525382367437,1.4466742526921852
inside the loop,5.3,1.7939213082188101,1.0259516432415268
inside the loop,5.4,1.8770056883990878,0.6452191195250654
inside the loop,5.5,1.9251402954819963,0.3290113481486629
inside the loop,5.6000000000000005,1.945079705756651,0.08056606651468579
inside the loop,5.7,1.9432250788122856,-0.10885147686965313
inside the loop,5.8,1.9248502850487794,-0.25201770484194896
inside the loop,5.9,1.8939488648617766,-0.36128693342226326
inside the loop,6.0,1.853379857404536,-0.4468657270590245
inside the loop,6.1000000000000005,1.8051024784325964,-0.5165737962604299
inside the loop,6.2,1.750399331723695,-0.5762042948661258
inside the loop,6.3,1.6900540692884642,-0.6300262347420206
inside the loop,6.4,1.6244800995414002,-0.6812449138480327
inside the loop,6.5,1.55380774165701,-0.7323703785450476
inside the loop,6.6000000000000005,1.4779390745755137,-0.7854977410495051
inside the loop,6.7,1.3965783547901096,-0.8425190784272621
inside the loop,6.8,1.3092438069425936,-0.9052871075018527
inside the loop,6.9,1.2152648041935168,-0.9757456347123744
inside the loop,7.0,1.1137673260769965,-1.0560339663236953
inside the loop,7.1000000000000005,1.0036503784055506,-1.148561426788537
inside the loop,7.2,0.8835572461659396,-1.2560306190987753
inside the loop,7.3,0.7518489515187438,-1.381358008676747
inside the loop,7.4,0.6065947906959841,-1.527388731525378
inside the loop,7.5,0.44560899480842,-1.6962195603751404
inside the loop,7.6000000000000005,0.2665866100477789,-1.8878322872943765
inside the loop,7.7,0.0674264485505296,-2.097655010057589
inside the loop,7.8,-0.15313660596997972,-2.312812965569079
inside the loop,7.9,-0.3944773625496336,-2.5076711835726195
inside the loop,8.0,-0.652646007223758,-2.641393521971987
inside the loop,8.1,-0.9190158531995862,-2.663132615657524
inside the loop,8.2,-1.1800731374321551,-2.530076115538171
inside the loop,8.3,-1.4195254516280242,-2.2336072660372204
inside the loop,8.4,-1.6226373192249492,-1.813624051533085
inside the loop,8.5,-1.7805776694769075,-1.3433711733311733
inside the loop,8.6,-1.8920675395521929,-0.894786013272329
