root,y_next_1,y_next_2,sse,is_principal,dist_to_exact
0,-2.817685444587882,3.925760919476498,2.510135719350442e-19,False,3.4720057944021177
1,-1.9291010520459952,-1.170853593586307,8.989481069818173e-20,True,1.8052658390348517
2,-1.6842528045078264,0.24060192845829984,2.904382295810864e-19,False,0.38834697346367136
