horizon,seed,phase,step,epsilon,loss_weighted,loss_total,loss_start,loss_residual,min_weight,awake_fraction
14.0,2,adam,22000,1.0,0.031124894680245447,0.06868941497573307,0.0005971768302984058,0.06809223814543466,0.14902654056627185,0.41785714285714287
14.0,2,adam,22500,1.0,0.030594532152402956,0.06762473214801289,0.0001708005008657945,0.0674539316471471,0.15124335802270547,0.4142857142857143
14.0,2,adam,23000,1.0,0.03062338883623655,0.06738640651337094,0.0002505056271603334,0.0671359008862106,0.15248382846318748,0.41785714285714287
14.0,2,adam,23500,1.0,0.030454662706973782,0.06708750591256012,0.00010942187958873003,0.06697808403297138,0.15311251701319228,0.4142857142857143
14.0,2,adam,24000,1.0,0.030440705463686105,0.06699426316541646,0.00011257454526707858,0.06688168862014938,0.15348025027726586,0.4142857142857143
14.0,2,adam,24500,1.0,0.030441284548093223,0.067278402749131,6.440220778803836e-05,0.06721400054134295,0.1520873396916564,0.41785714285714287
14.0,2,adam,25000,1.0,0.03034676421442653,0.06651345197574744,9.906692907739586e-05,0.06641438504667005,0.15538061064200054,0.4142857142857143
14.0,2,adam,25500,1.0,0.030305365768466593,0.06636280736417434,8.239686575631298e-05,0.06628041049841803,0.15604233472198492,0.4142857142857143
14.0,2,adam,26000,1.0,0.03031871741840903,0.06597386394480731,0.00017476983933015783,0.06579909410547716,0.15811076344079963,0.41785714285714287
14.0,2,adam,26500,1.0,0.03007567823482076,0.06499887194947816,7.344033061406849e-05,0.06492543161886409,0.16160268346069429,0.4142857142857143
14.0,2,adam,27000,1.0,0.03003328864053568,0.06463442379993158,9.64817260320246e-05,0.06453794207389955,0.16302397322471873,0.41785714285714287
14.0,2,adam,27500,1.0,0.029927434134646522,0.06423713031921854,5.0931016917024595e-05,0.06418619930230152,0.16474015483263943,0.41785714285714287
14.0,2,adam,28000,1.0,0.029802870959224244,0.06330562112272271,9.467236354625968e-05,0.06321094875917645,0.16950656881925036,0.41785714285714287
14.0,2,adam,28500,1.0,0.02884962533859601,0.05769857850237381,0.0002006412649963915,0.057497937237377415,0.20235281214402598,0.425
14.0,2,adam,29000,1.0,0.024629012989323594,0.04133227340713338,0.00011256929744681467,0.04121970410968656,0.3182815049615547,0.4392857142857143
14.0,2,adam,29500,1.0,0.023495705152138613,0.03744429438768126,0.0003907780637085555,0.037053516323972704,0.35786013629547586,0.6964285714285714
14.0,2,adam,30000,1.0,0.022863448877421172,0.03614769988549834,0.0001389562328079778,0.03600874365269036,0.367462006874387,0.7
14.0,2,adam,30500,1.0,0.023006407137543098,0.036273677097374,0.00028207325078657346,0.03599160384658743,0.3671288507814991,0.6964285714285714
14.0,2,adam,31000,1.0,0.022485632462766206,0.03505248868792574,0.00018231796445369755,0.03487017072347204,0.3783404747136689,0.7071428571428572
14.0,2,adam,31500,1.0,0.021968383643271285,0.03390430061951739,5.7362410117631937e-05,0.033846938209399755,0.3883313874177549,0.7107142857142857
14.0,2,adam,32000,1.0,0.0216401708429597,0.03300188257189279,9.553888977576711e-05,0.03290634368211703,0.3983058521531372,0.7142857142857143
14.0,2,adam,32500,1.0,0.021304583133366112,0.03225263348409378,3.644559537674841e-05,0.03221618788871703,0.4059958512224397,0.7142857142857143
14.0,2,adam,33000,1.0,0.020777919161911036,0.03071336812075936,0.0002257824087131735,0.030487585712046184,0.42672053963706097,0.7321428571428571
14.0,2,adam,33500,1.0,0.01950557498402319,0.027757398261453844,0.00026390306899892366,0.02749349519245492,0.46739136779479057,0.775
14.0,2,adam,34000,1.0,0.014354416706622932,0.018216947579210864,0.00011134531802338528,0.01810560226118748,0.6052150651743662,1.0
14.0,2,adam,34500,1.0,0.013136001522714841,0.016281073439109322,7.568651004328372e-05,0.016205386929066038,0.6390128173698034,1.0
14.0,2,adam,35000,1.0,0.012483268987598635,0.015253499787069627,0.00011499925024270522,0.01513850053682692,0.6574561971499747,1.0
14.0,2,adam,35500,1.0,0.011338808192596648,0.013561930581805439,9.543302283201223e-05,0.013466497558973426,0.6879454620611897,1.0
14.0,2,adam,36000,1.0,0.00940762831835501,0.010863329933130824,8.639338969609691e-05,0.010776936543434727,0.7414616900573217,1.0
14.0,2,adam,36500,1.0,0.006056603198038794,0.00656925708248734,0.00029728167136918284,0.006271975411118158,0.8388010469493455,1.0
14.0,2,adam,37000,1.0,0.0014575094618784533,0.001484325791872641,8.152207928123722e-05,0.0014028037125914036,0.961994738794383,1.0
14.0,2,adam,37500,1.0,0.00045769051695700364,0.0004606173481715235,5.979299656390965e-07,0.0004600194182058844,0.987388923094176,1.0
14.0,2,adam,38000,10.0,0.0004042154945909638,0.0004285840403133099,4.897992843265431e-06,0.0004236860474700445,0.8857063622427528,1.0
14.0,2,adam,38500,10.0,0.0007057877738740369,0.0007381602195000423,0.00024403257114633073,0.0004941276483537116,0.8720251314251102,1.0
14.0,2,adam,39000,10.0,0.000202568351675831,0.000206532985206333,3.62153482839768e-05,0.0001703176369223562,0.9541655309175208,1.0
14.0,2,adam,39500,10.0,0.00022963946721060176,0.000235069542357232,3.620924565153173e-05,0.0001988602967057003,0.9442837133871859,1.0
14.0,2,adam,40000,10.0,0.0004929091697019507,0.0005166636570161843,9.451538902911141e-05,0.00042214826798707287,0.8878151702422441,1.0
14.0,2,adam,40500,10.0,0.0004216123873446986,0.00043274034217828655,0.0001445642422743428,0.00028817609990394375,0.9227757166309887,1.0
14.0,2,adam,41000,10.0,0.00038833356794027726,0.00040021017303036024,0.00010267523439385548,0.00029753493863650474,0.920020229913371,1.0
14.0,2,adam,41500,10.0,0.0003680175219410156,0.00038298726584397227,5.2208323659648316e-05,0.00033077894218432394,0.9091722424203779,1.0
14.0,2,adam,42000,100.0,0.00013538556187058111,0.00014138224425233023,7.32982226469126e-05,6.808402160541763e-05,0.8245298434164164,1.0
14.0,2,adam,42500,100.0,0.0005133696391018814,0.010265190589643064,5.34291881162051e-05,0.010211761401526858,5.108901347030097e-16,0.09285714285714286
14.0,2,adam,43000,100.0,0.00034895774441631104,0.0006944511702445508,4.5151986973016094e-05,0.0006492991832715347,0.1626437465831717,0.4357142857142857
14.0,2,adam,43500,100.0,0.00034540652309266573,0.0006716112221485893,4.2087039953420115e-05,0.0006295241821951691,0.1735772349050398,0.4357142857142857
14.0,2,adam,44000,100.0,0.0004973446921328764,0.003905662685194334,8.882168731311732e-05,0.0038168409978812166,1.9028358177920488e-05,0.40714285714285714
14.0,2,adam,44500,100.0,0.00033825239983566603,0.000618077051683761,5.180000938483973e-05,0.0005662770422989212,0.20528828025074075,0.25357142857142856
14.0,2,adam,45000,100.0,0.0003712639179431391,0.0007279295986953513,7.330772676342588e-05,0.0006546218719319254,0.14935478574719635,0.5928571428571429
14.0,2,adam,45500,100.0,0.0007333949318828061,1.5030794199164872,6.351896164310745e-05,1.503015900954844,0.0,0.5035714285714286
14.0,2,adam,46000,100.0,0.000491036814250464,3.3026338817780774,7.870600452006232e-06,3.3026260111776256,0.0,0.48214285714285715
14.0,2,adam,46500,100.0,0.0004540916799890874,5.1275768972894245,5.372083414325816e-05,5.1275231764552816,0.0,0.45357142857142857
14.0,2,adam,47000,100.0,0.0003720267082257642,5.642677350821256,7.327294026742409e-06,5.64267002352723,0.0,0.3892857142857143
14.0,2,adam,47500,100.0,0.0009011837507891921,5.025865113270605,0.00021517384347751847,5.025649939427128,0.0,0.2571428571428571
14.0,2,adam,48000,100.0,0.00038924142591481787,5.332177465834012,1.671648757308213e-05,5.332160749346439,0.0,0.4392857142857143
14.0,2,adam,48500,100.0,0.00047612081884046707,4.978580236905238,0.00010948059352587327,4.978470756311712,0.0,0.4857142857142857
14.0,2,adam,49000,100.0,0.0003820963681185005,4.427022266608275,1.1827387429998577e-05,4.427010439220845,0.0,0.21785714285714286
14.0,2,adam,49500,100.0,0.0005180060677956349,4.527381833050354,0.0001258206103886662,4.527256012439966,0.0,0.5285714285714286
14.0,2,adam,50000,100.0,0.00040264508889755894,6.171594135661256,2.9331053482637357e-05,6.171564804607773,0.0,0.49642857142857144
14.0,2,adam,50500,100.0,0.0005216424102580258,2.8290450913523575,0.00015342219389783036,2.82889166915846,0.0,0.5
14.0,2,adam,51000,100.0,0.0006078006174845997,1.910042078991601,0.00021533873374651337,1.9098267402578546,0.0,0.25
14.0,2,adam,51500,100.0,0.00037427392108917704,1.1019012136293405,3.2108135542170654e-06,1.1018980028157863,0.0,0.55
14.0,2,adam,52000,100.0,0.00037592982649543345,0.7156128785943057,1.7569794977810944e-05,0.7155953087993279,0.0,0.49642857142857144
14.0,2,adam,52500,100.0,0.0004183584205214408,0.3592772710765032,3.093641635632736e-05,0.3592463346601469,0.0,0.30714285714285716
14.0,2,adam,53000,100.0,0.0005232373411290505,0.47893644986000256,6.942513626779587e-05,0.47886702472373477,0.0,0.4357142857142857
14.0,2,adam,53500,100.0,0.0004181051650674431,0.25319295340688325,2.389304892530985e-05,0.25316906035795794,2.383610469725755e-300,0.4392857142857143
14.0,2,adam,54000,100.0,0.00040183571048947353,0.28498638392653297,3.843218593857294e-05,0.2849479517405944,0.0,0.4607142857142857
14.0,2,adam,54500,100.0,0.0004130786808856741,0.39621807049994284,4.836460146908026e-05,0.3961697058984738,0.0,0.44285714285714284
14.0,2,adam,55000,100.0,0.0003827394355662054,0.47181299844922775,1.0058000966775131e-05,0.471802940448261,0.0,0.275
14.0,2,adam,55500,100.0,0.0004121567435809305,0.7590183842336313,1.2809061319322467e-05,0.759005575172312,0.0,0.6571428571428571
14.0,2,adam,56000,100.0,0.000457394917617468,0.7237161415417658,8.259338177431787e-05,0.7236335481599915,0.0,0.3535714285714286
14.0,2,adam,56500,100.0,0.00041984176311865405,0.4829842061763405,4.330806472567089e-05,0.48294089811161484,0.0,0.425
14.0,2,adam,57000,100.0,0.0003677265234000389,0.4101567256338916,9.838914198174139e-06,0.4101468867196934,0.0,0.5142857142857142
14.0,2,adam,57500,100.0,0.00042165542265554023,0.3549148003296977,2.6479819973684524e-05,0.354888320509724,0.0,0.4035714285714286
14.0,2,adam,58000,100.0,0.00038263314999023313,0.34919889864597975,1.864389682053535e-05,0.3491802547491592,0.0,0.26785714285714285
14.0,2,adam,58500,100.0,0.0003659604572852883,0.38601770486669157,4.654935411639819e-06,0.38601304993127994,0.0,0.425
14.0,2,adam,59000,100.0,0.0004226367998503188,0.26966614692121765,4.981272723254948e-05,0.2696163341939851,3.54232106687615e-310,0.4357142857142857
14.0,2,adam,59500,100.0,0.0005561093065042064,0.2692893125926293,0.00018270980292468036,0.2691066027897046,4.79558169507966e-309,0.5821428571428572
14.0,2,adam,60000,100.0,0.00041005387849578443,0.3123007623453613,3.4237056731706644e-05,0.3122665252886296,0.0,0.4142857142857143
14.0,2,adam,60500,100.0,0.00036056465921220995,0.2164455229955217,3.02477683400227e-06,0.2164424982186877,1.0181411326178228e-235,0.5285714285714286
14.0,2,adam,61000,100.0,0.00044040683062494503,0.4122625958466835,6.673617406993606e-05,0.4121958596726136,0.0,0.45
14.0,2,adam,61500,100.0,0.000367942343538829,0.4701949900679534,1.3048510998461147e-06,0.47019368521685356,0.0,0.6392857142857142
14.0,2,adam,62000,100.0,0.0005768188665725332,0.46002311492126186,0.0002141826905923987,0.45980893223066943,0.0,0.5107142857142857
14.0,2,adam,62500,100.0,0.00037562347372248133,0.39781060959774117,1.2764601908882376e-05,0.39779784499583226,0.0,0.525
14.0,2,adam,63000,100.0,0.00039705669799893964,0.17669170587175834,1.8116665544220996e-05,0.17667358920621412,6.25034310905708e-166,0.44642857142857145
14.0,2,adam,63500,100.0,0.00040042312368007986,0.04632598638321042,1.8217591097943716e-05,0.04630776879211248,7.189712429210915e-29,0.37142857142857144
14.0,2,adam,64000,100.0,0.0006174114845421428,0.024420860301414854,0.000251461999427449,0.024169398301987405,2.1364557821577745e-17,0.3357142857142857
14.0,2,adam,64500,100.0,0.00037980791803215324,0.0312678776391446,8.24453617436365e-06,0.03125963310297023,3.3854193454693334e-18,0.6571428571428571
14.0,2,adam,65000,100.0,0.0003672944680793316,0.005912836955427176,2.406410696965703e-06,0.00591043054473021,7.568424942773261e-07,0.39285714285714285
14.0,2,adam,65500,100.0,0.00039990514609521816,0.036326715816379425,3.041874922411371e-05,0.036296297067155314,5.491009838353038e-59,0.29285714285714287
14.0,2,adam,66000,100.0,0.0005400613772114653,0.00213220909632203,0.00018475909463688809,0.001947450001685142,0.005234545890797772,0.18214285714285713
14.0,2,adam,66500,100.0,0.0003933871568814343,0.8271199812052904,2.304878978493204e-06,0.827117676326312,0.0,0.5
14.0,2,adam,67000,100.0,0.0003860258028786501,0.9437557142473413,4.338108447673118e-06,0.9437513761388936,0.0,0.49642857142857144
14.0,2,adam,67500,100.0,0.0004559795632279825,0.0989620189768613,9.013693651630252e-05,0.098871882040345,2.3202281072913935e-119,0.4392857142857143
14.0,2,adam,68000,100.0,0.0004023443690529896,0.09051353835428036,1.2912146003515933e-05,0.09050062620827684,4.0044273620293634e-110,0.45
14.0,2,adam,68500,100.0,0.0003871609450516592,0.08310066567703515,1.2459943103060779e-05,0.0830882057339321,1.3566523076196196e-101,0.20714285714285716
14.0,2,adam,69000,100.0,0.0003618605996475452,0.1252921926154961,7.91639647669241e-07,0.12529140097584843,1.7874552587504076e-145,0.6142857142857143
14.0,2,adam,69500,100.0,0.0004689032375311032,0.42442989225821226,7.835850960796555e-05,0.4243515337486043,0.0,0.7392857142857143
14.0,2,adam,70000,100.0,0.0003741540978911549,0.39418995029766557,6.1318413374408915e-06,0.3941838184563281,0.0,0.4607142857142857
14.0,2,adam,70500,100.0,0.0004044899907232116,0.26851162512466437,1.4134042138200273e-05,0.2684974910825262,7.292839285170191e-288,0.6428571428571429
14.0,2,adam,71000,100.0,0.00037659011138269327,0.16875300873955001,3.105280193715449e-07,0.16875269821153063,9.324686975850744e-169,0.75
14.0,2,adam,71500,100.0,0.0004588167829186257,0.1196126192229516,7.382648830648044e-05,0.11953879273464513,2.4690350553785724e-128,0.6892857142857143
14.0,2,adam,72000,100.0,0.00043156225866781343,1.194680441916635,4.835756391836481e-05,1.1946320843527167,0.0,0.4035714285714286
14.0,2,adam,72500,100.0,0.00033113232826194745,0.000737853149883525,2.0438752759687425e-05,0.0007174143971238376,0.1356972257784054,0.49642857142857144
14.0,2,adam,73000,100.0,0.0003968165337420132,0.0008495195458555469,3.576038262718874e-05,0.0008137591632283582,0.09047280350018468,0.7857142857142857
14.0,2,adam,73500,100.0,0.0003981004217661337,0.0037580935180081443,2.9870381351404963e-05,0.0037282231366567394,3.5134769025940685e-05,0.4642857142857143
14.0,2,adam,74000,100.0,0.0003739465087388384,0.001683882953642199,1.1503898118788949e-05,0.0016723790555234102,0.008989893924662455,0.4142857142857143
14.0,2,adam,74500,100.0,0.00034241067970173204,0.0008918379490198946,7.73051952129674e-06,0.0008841074294985979,0.08737344007852242,0.6464285714285715
14.0,2,adam,75000,100.0,8.69518279225963e-05,9.53105396986554e-05,1.5502829821457488e-05,7.980770987719792e-05,0.8030888129846188,1.0
14.0,2,adam,75500,100.0,0.0004494864367608728,0.0004935000741125589,0.00029699598783836404,0.0001965040862741948,0.5802823922347234,1.0
14.0,2,adam,76000,100.0,0.00028497793899665285,0.00035884423075485325,0.00010214154296943638,0.00025670268778541687,0.48944221983618963,0.9928571428571429
14.0,2,adam,76500,100.0,0.00020480125410163639,0.00022257756990839248,0.0001028774212294157,0.00011970014867897679,0.7183056159991682,1.0
14.0,2,adam,77000,100.0,5.6070037516248826e-05,6.081686833036943e-05,9.08189246482863e-07,5.9908679083886566e-05,0.8445093295994767,1.0
14.0,2,adam,77500,100.0,9.512779392993857e-05,0.00010936516821880386,3.263377954272697e-06,0.00010610179026453116,0.7421385077470014,1.0
14.0,2,adam,78000,100.0,0.00029808774388134584,0.00033952632623787844,0.0001514785607396756,0.00018804776549820283,0.5918734139927146,1.0
14.0,2,adam,78500,100.0,0.00010704099453728857,0.00011831047354976098,2.4285293105302137e-05,9.402518044445885e-05,0.7682114346336215,1.0
14.0,2,adam,79000,100.0,0.00012484984959480278,0.0001419398458948437,2.5017827793709845e-05,0.00011692201810113385,0.7199107935287109,1.0
14.0,2,adam,79500,100.0,7.11664468162224e-05,7.290109990335032e-05,3.683545046291407e-05,3.606564944043625e-05,0.905199959033325,1.0
14.0,2,adam,80000,100.0,0.00014924408134180442,0.00017161157963257762,3.612476472099201e-05,0.0001354868149115856,0.6835919374058713,1.0
14.0,2,adam,80500,100.0,0.00026670224792750205,0.0004695604043210377,4.850600547304838e-06,0.00046470980377373285,0.2716890969706513,0.36428571428571427
14.0,2,adam,81000,100.0,0.00010032451112009538,0.00010842081610266258,2.9347613498144995e-05,7.907320260451759e-05,0.8009565169428106,1.0
14.0,2,adam,81500,100.0,0.00010635481504816221,0.00012584449904929753,3.5764007419637434e-07,0.00012548685897510116,0.7027168969514362,1.0
14.0,2,adam,82000,100.0,5.633804354432897e-05,5.801568090738135e-05,2.270995336462479e-05,3.530572754275656e-05,0.9057581298867995,1.0
14.0,2,adam,82500,100.0,9.459270760409766e-05,0.00010701552725562907,8.065794221792601e-06,9.894973303383646e-05,0.7579182946435555,1.0
14.0,2,adam,83000,100.0,0.00013836674196824114,0.0001543598323322413,4.091649805484889e-05,0.0001134433342773924,0.7278581035577687,1.0
14.0,2,adam,83500,100.0,9.831570692048463e-05,0.00011314426896294625,4.478953907648446e-06,0.0001086653150552978,0.7366274611479992,1.0
14.0,2,adam,84000,100.0,0.00023490545560557523,0.0002671057097116874,0.00010263710921777634,0.00016446860049391105,0.6311840007361089,1.0
14.0,2,adam,84500,100.0,2.3399551107816125e-05,2.4147617159474e-05,7.152418328072678e-07,2.343237532666673e-05,0.9368062872448824,1.0
14.0,2,adam,85000,100.0,4.6051892774868325e-05,4.923264474302356e-05,1.8809215144357528e-07,4.904455259157999e-05,0.8725289358085364,1.0
14.0,2,adam,85500,100.0,9.859189627550575e-05,0.00011401751251485413,3.1501540246908185e-06,0.0001108673584901633,0.7323532097354697,1.0
14.0,2,adam,86000,100.0,0.0001126866902315795,0.00013467113905315812,6.433127480731749e-07,0.00013402782630508495,0.6862149773319284,1.0
14.0,2,adam,86500,100.0,4.5651794979309515e-05,4.8703814209372326e-05,7.511961651526823e-07,4.795261804421964e-05,0.8749020698724478,1.0
14.0,2,adam,87000,100.0,0.000120461035068325,0.0001313533855678212,3.933044205828927e-05,9.202294350953193e-05,0.7741921088173408,1.0
14.0,2,adam,87500,100.0,4.560805080855445e-05,4.872278119422307e-05,2.343634290479672e-07,4.84884177651751e-05,0.8725148359168267,1.0
14.0,2,adam,88000,100.0,0.00010706277659656283,0.00012021212931727596,1.7970081183110553e-05,0.0001022420481341654,0.7511410717128238,1.0
14.0,2,adam,88500,100.0,0.00011079824371322377,0.00011726766362490461,4.576032512019544e-05,7.150733850470917e-05,0.8196509784480086,1.0
14.0,2,adam,89000,100.0,8.432089019998085e-05,9.221764714110154e-05,1.4275209194983305e-05,7.794243794611823e-05,0.8039146176354135,1.0
14.0,2,adam,89500,100.0,0.00010318652711749658,0.00011029467484401201,3.6457565030850464e-05,7.383710981316155e-05,0.8125909712868007,1.0
14.0,2,adam,90000,100.0,8.067686884843837e-05,8.58505575496068e-05,2.2816887811984858e-05,6.303366973762195e-05,0.8382569823958458,1.0
14.0,2,adam,90500,100.0,8.41481226487703e-05,8.939032955088461e-05,2.587272112042454e-05,6.351760843046008e-05,0.8368600192820371,1.0
14.0,2,adam,91000,100.0,2.6487555447112105e-05,2.6929859856441622e-05,8.785168918487745e-06,1.814469093795388e-05,0.950370054781537,1.0
14.0,2,adam,91500,100.0,0.00012091289938554625,0.00012619364277180502,6.192963362899264e-05,6.426400914281238e-05,0.8368111470885016,1.0
14.0,2,adam,92000,100.0,8.089615445634513e-05,8.155628036398716e-05,5.938894146408469e-05,2.2167338899902465e-05,0.9403562577001957,1.0
14.0,2,lbfgs,0,,,9.230873940354685e-07,1.2524786198910098e-11,9.230748692492695e-07,,
14.0,2,lbfgs,1,,,7.080327454229236e-07,1.2915537113166106e-11,7.080198298858104e-07,,
14.0,2,lbfgs,2,,,4.92286053220497e-07,5.703485565807601e-11,4.922290183648389e-07,,
14.0,2,lbfgs,3,,,3.62543002415766e-07,8.50008217242372e-12,3.625345023335936e-07,,
14.0,2,lbfgs,4,,,2.732695415107891e-07,6.804657320495463e-13,2.732688610450571e-07,,
14.0,2,lbfgs,5,,,2.2175537965048855e-07,1.859048855139742e-13,2.2175519374560303e-07,,
